mixture,system,checkpoint,naoh_volume_ml,measured_titration_linear_interpolation_ph,pf_posterior_mean_ph,pf_credible_lower_2p5_ph,pf_credible_upper_97p5_ph
1,pHBA + TPA,0,3.04,9.138399999999999,4.662078290912229,1.513526134822524,11.835694060902217
1,pHBA + TPA,0,3.06,9.1526,4.672050618988955,1.5148992110280024,11.845858798540668
1,pHBA + TPA,0,3.08,9.1668,4.68097294722579,1.5162718128881822,11.855765012296356
1,pHBA + TPA,0,3.1,9.181,4.688937106063375,1.5176439432609925,11.865424923264548
1,pHBA + TPA,0,3.12,9.1952,4.6968165277162495,1.519015604999339,11.874849908103023
1,pHBA + TPA,0,3.14,9.2094,4.704769329001798,1.5203868009511377,11.884050575069931
1,pHBA + TPA,0,3.16,9.2236,4.712968345998325,1.5217575339593323,11.893036831691244
1,pHBA + TPA,0,3.18,9.2378,4.721924683880157,1.5231278068619605,11.901817945139683
1,pHBA + TPA,0,3.2,9.251999999999999,4.7400785167057675,1.5244976224921554,11.91040259624738
1,pHBA + TPA,0,3.22,9.2662,4.750638414849004,1.5258669836781924,11.918798927941232
1,pHBA + TPA,0,3.24,9.2804,4.763964599373808,1.5272358932435206,11.92701458877793
1,pHBA + TPA,0,3.2600000000000002,9.294599999999999,4.773690366296589,1.5286043540067937,11.935056772161957
1,pHBA + TPA,0,3.2800000000000002,9.3088,4.785057354312544,1.529972368781904,11.942932251750218
1,pHBA + TPA,0,3.3000000000000003,9.323,4.794121377544929,1.531339940378011,11.950647413479778
1,pHBA + TPA,0,3.3200000000000003,9.3372,4.8031041038057225,1.5327070715995776,11.958208284598008
1,pHBA + TPA,0,3.34,9.3514,4.814323371548477,1.534073765246398,11.96562056002561
1,pHBA + TPA,0,3.36,9.365599999999999,4.839238600023948,1.5354400241136306,11.97288962634131
1,pHBA + TPA,0,3.38,9.3798,4.849978192854943,1.5368058509918283,11.980020583641046
1,pHBA + TPA,0,3.4,9.394,4.859403697627553,1.5381712486669716,11.987018265493898
1,pHBA + TPA,0,3.42,9.408199999999999,4.8684511190832085,1.5395362199204965,11.993887257190043
1,pHBA + TPA,0,3.44,9.4224,4.880802185048229,1.540900767529327,12.00063191245335
1,pHBA + TPA,0,3.46,9.4366,4.892445212362627,1.5422648942659047,12.007256368771007
